customer_id,parent_segment,segment
13883,Loyalty,High
18233,Loyalty,Low
17018,Loyalty,Medium
14242,Loyalty,Medium
12356,Loyalty,High
12346,Loyalty,Low
13898,Loyalty,Medium
16948,Loyalty,Low
16997,Loyalty,High
12527,Loyalty,Medium
15395,Loyalty,High
12510,Loyalty,Low
13693,Loyalty,Medium
13263,Loyalty,High
14428,Loyalty,Medium
12451,Loyalty,High
12422,Loyalty,High
17708,Loyalty,Low
14090,Loyalty,Low
15606,Loyalty,Medium
15831,Loyalty,High
13310,Loyalty,High
14916,Loyalty,High
17602,Loyalty,Medium
14572,Loyalty,High
13502,Loyalty,Low
14784,Loyalty,High
15938,Loyalty,Medium
12637,Loyalty,Low
17418,Loyalty,Medium
14779,Loyalty,Low
16321,Loyalty,High
15262,Loyalty,Medium
17862,Loyalty,High
16892,Loyalty,Low
12402,Loyalty,Low
17771,Loyalty,High
15422,Loyalty,High
14770,Loyalty,Medium
16912,Loyalty,Low
15174,Loyalty,Low
14895,Loyalty,High
12594,Loyalty,High
17504,Loyalty,Low
16387,Loyalty,Low
12664,Loyalty,Low
16618,Loyalty,Low
17277,Loyalty,Medium
14088,Loyalty,Medium
17094,Loyalty,Low
14692,Loyalty,Low
12970,Loyalty,High
17889,Loyalty,High
17644,Loyalty,Low
17714,Loyalty,High
12916,Loyalty,Low
17769,Loyalty,Low
14450,Loyalty,Low
16085,Loyalty,High
13659,Loyalty,Medium
15167,Loyalty,High
15443,Loyalty,Low
14224,Loyalty,Low
13742,Loyalty,Low
17673,Loyalty,High
12727,Loyalty,Low
14068,Loyalty,High
13068,Loyalty,Low
14368,Loyalty,Medium
15497,Loyalty,Low
12559,Loyalty,Medium
13819,Loyalty,Low
14501,Loyalty,High
14782,Loyalty,Medium
17861,Loyalty,Low
14439,Loyalty,High
18161,Loyalty,Medium
15820,Loyalty,Low
18136,Loyalty,Medium
16660,Loyalty,Medium
12693,Loyalty,High
12625,Loyalty,Low
13396,Loyalty,High
12935,Loyalty,Medium
16730,Loyalty,Medium
14541,Loyalty,Medium
13551,Loyalty,Low
12421,Loyalty,Low
15797,Loyalty,Medium
15052,Loyalty,Low
14130,Loyalty,Low
15222,Loyalty,High
13615,Loyalty,Low
13901,Loyalty,Medium
13158,Loyalty,High
14257,Loyalty,Medium
15218,Loyalty,Medium
15110,Loyalty,High
14534,Loyalty,Low
15967,Loyalty,High
16757,Loyalty,High
12854,Loyalty,High
13815,Loyalty,Medium
18008,Loyalty,Low
18277,Loyalty,Medium
14389,Loyalty,Medium
13703,Loyalty,Medium
15339,Loyalty,Medium
12744,Loyalty,Low
16222,Loyalty,High
14341,Loyalty,Medium
13168,Loyalty,Medium
16943,Loyalty,Medium
17515,Loyalty,Low
17082,Loyalty,Low
14248,Loyalty,High
12609,Loyalty,High
13002,Loyalty,High
16133,Loyalty,High
13049,Loyalty,Medium
14548,Loyalty,High
13405,Loyalty,High
14049,Loyalty,High
16043,Loyalty,High
15812,Loyalty,Low
13837,Loyalty,Medium
17118,Loyalty,High
14616,Loyalty,High
14233,Loyalty,Low
17075,Loyalty,Low
16714,Loyalty,Medium
13098,Loyalty,Medium
17027,Loyalty,Medium
12591,Loyalty,Medium
17786,Loyalty,Low
16124,Loyalty,Medium
16409,Loyalty,Medium
13754,Loyalty,Medium
15227,Loyalty,Medium
12997,Loyalty,Low
15215,Loyalty,High
16918,Loyalty,Medium
16882,Loyalty,Low
14442,Loyalty,Low
16496,Loyalty,Low
12764,Loyalty,Low
17311,Loyalty,Medium
15910,Loyalty,High
16949,Loyalty,Low
14970,Loyalty,Medium
14701,Loyalty,Medium
12645,Loyalty,High
12468,Loyalty,Medium
16767,Loyalty,Medium
14738,Loyalty,High
17540,Loyalty,High
14239,Loyalty,Medium
18125,Loyalty,Low
13328,Loyalty,Low
15549,Loyalty,High
15864,Loyalty,Medium
14662,Loyalty,Low
17180,Loyalty,Low
15057,Loyalty,Low
12574,Loyalty,Medium
13330,Loyalty,Low
13552,Loyalty,Low
12853,Loyalty,Low
13538,Loyalty,Low
16755,Loyalty,High
14133,Loyalty,Medium
16523,Loyalty,Low
14659,Loyalty,Low
13141,Loyalty,High
15365,Loyalty,High
13707,Loyalty,High
13709,Loyalty,Medium
17329,Loyalty,High
14805,Loyalty,Medium
16897,Loyalty,Medium
15579,Loyalty,Low
14595,Loyalty,Low
13161,Loyalty,Medium
15415,Loyalty,Medium
17431,Loyalty,Medium
17463,Loyalty,Low
14502,Loyalty,Medium
12528,Loyalty,Low
15448,Loyalty,Medium
17314,Loyalty,Low
17373,Loyalty,Low
18145,Loyalty,Low
14467,Loyalty,High
12908,Loyalty,High
15144,Loyalty,Medium
14776,Loyalty,High
16403,Loyalty,Medium
16407,Loyalty,Medium
17619,Loyalty,High
12778,Loyalty,Medium
17256,Loyalty,High
17604,Loyalty,Low
14006,Loyalty,Low
13600,Loyalty,Medium
15058,Loyalty,Medium
17147,Loyalty,Low
13881,Loyalty,High
16612,Loyalty,Medium
14627,Loyalty,High
17356,Loyalty,Medium
12477,Loyalty,Low
12836,Loyalty,High
13939,Loyalty,High
16745,Loyalty,Low
13606,Loyalty,Medium
13494,Loyalty,Low
12929,Loyalty,Low
16419,Loyalty,Low
17035,Loyalty,Low
15203,Loyalty,Low
16515,Loyalty,Low
12373,Loyalty,Medium
18202,Loyalty,Medium
12775,Loyalty,Medium
14549,Loyalty,Low
15981,Loyalty,High
16110,Loyalty,Medium
17376,Loyalty,Low
13110,Loyalty,Low
16716,Loyalty,Low
12676,Loyalty,High
15940,Loyalty,High
15971,Loyalty,High
14665,Loyalty,Medium
14457,Loyalty,Medium
15589,Loyalty,Low
14411,Loyalty,High
17560,Loyalty,Low
15226,Loyalty,Low
14460,Loyalty,High
16156,Loyalty,High
13728,Loyalty,Low
14127,Loyalty,Medium
16378,Loyalty,Medium
13894,Loyalty,High
13824,Loyalty,Medium
18250,Loyalty,Low
15270,Loyalty,Low
14188,Loyalty,Low
18017,Loyalty,Low
15421,Loyalty,Medium
17446,Loyalty,High
12414,Loyalty,High
14798,Loyalty,Medium
12990,Loyalty,Medium
12350,Loyalty,Medium
16992,Loyalty,High
17337,Loyalty,Low
16405,Loyalty,Low
17071,Loyalty,High
13873,Loyalty,High
17362,Loyalty,Low
13394,Loyalty,High
12502,Loyalty,High
16333,Loyalty,High
16030,Loyalty,High
14044,Loyalty,Low
13800,Loyalty,Medium
17672,Loyalty,Medium
12464,Loyalty,Low
13581,Loyalty,High
14540,Loyalty,Medium
13539,Loyalty,High
15885,Loyalty,High
14497,Loyalty,Medium
17507,Loyalty,High
13208,Loyalty,Low
17334,Loyalty,Medium
13871,Loyalty,Low
16938,Loyalty,High
12754,Loyalty,Medium
12410,Loyalty,High
17929,Loyalty,High
14778,Loyalty,Low
17517,Loyalty,High
17226,Loyalty,High
13137,Loyalty,Low
13725,Loyalty,High
13309,Loyalty,High
12842,Loyalty,High
16109,Loyalty,High
17291,Loyalty,Medium
15090,Loyalty,Low
15199,Loyalty,High
13911,Loyalty,Medium
14194,Loyalty,High
14842,Loyalty,Medium
13584,Loyalty,Low
17105,Loyalty,High
14438,Loyalty,Low
12956,Loyalty,Medium
15781,Loyalty,High
14410,Loyalty,Medium
14600,Loyalty,Low
17302,Loyalty,Low
17613,Loyalty,High
13334,Loyalty,High
13955,Loyalty,Medium
17162,Loyalty,Medium
17774,Loyalty,Low
13809,Loyalty,Medium
15407,Loyalty,Low
15577,Loyalty,Low
16332,Loyalty,High
14048,Loyalty,High
14475,Loyalty,Low
17859,Loyalty,Medium
12576,Loyalty,Medium
15753,Loyalty,Low
12599,Loyalty,High
14562,Loyalty,Low
16951,Loyalty,High
16998,Loyalty,Medium
13133,Loyalty,High
17881,Loyalty,High
15843,Loyalty,High
17083,Loyalty,High
15970,Loyalty,Medium
13590,Loyalty,Low
17537,Loyalty,Medium
12401,Loyalty,Low
12462,Loyalty,High
17843,Loyalty,Low
13706,Loyalty,Medium
17940,Loyalty,Low
17686,Loyalty,High
14431,Loyalty,Low
15809,Loyalty,High
12561,Loyalty,High
14465,Loyalty,High
18093,Loyalty,Medium
16027,Loyalty,Medium
12857,Loyalty,Medium
16425,Loyalty,Low
16842,Loyalty,Low
15796,Loyalty,Low
14555,Loyalty,High
15114,Loyalty,Low
15133,Loyalty,High
17705,Loyalty,Medium
18087,Loyalty,High
12897,Loyalty,Medium
17512,Loyalty,Medium
15550,Loyalty,High
14676,Loyalty,Medium
12505,Loyalty,Low
18159,Loyalty,Low
14304,Loyalty,High
15638,Loyalty,Medium
12943,Loyalty,Medium
13875,Loyalty,Medium
15406,Loyalty,Medium
18084,Loyalty,Low
17282,Loyalty,Medium
16434,Loyalty,Low
17050,Loyalty,High
13171,Loyalty,Medium
17472,Loyalty,High
17255,Loyalty,Low
16084,Loyalty,Medium
17667,Loyalty,Medium
12507,Loyalty,Low
14631,Loyalty,High
13381,Loyalty,High
15236,Loyalty,High
13475,Loyalty,Low
17829,Loyalty,Medium
13717,Loyalty,High
13157,Loyalty,Low
14644,Loyalty,High
12993,Loyalty,Medium
17571,Loyalty,High
16979,Loyalty,High
16738,Loyalty,Medium
15122,Loyalty,Medium
17612,Loyalty,High
17348,Loyalty,Low
13893,Loyalty,Medium
14035,Loyalty,High
13623,Loyalty,High
14346,Loyalty,High
16431,Loyalty,Medium
12616,Loyalty,Medium
16317,Loyalty,High
14935,Loyalty,Low
16073,Loyalty,Low
14477,Loyalty,High
14760,Loyalty,High
14897,Loyalty,Low
15810,Loyalty,High
16509,Loyalty,Medium
14386,Loyalty,Medium
12455,Loyalty,High
14530,Loyalty,Medium
15670,Loyalty,Low
12653,Loyalty,Low
16126,Loyalty,Medium
14609,Loyalty,Medium
13414,Loyalty,High
12823,Loyalty,High
12352,Loyalty,High
12372,Loyalty,Medium
16494,Loyalty,High
14959,Loyalty,Low
16148,Loyalty,Low
17422,Loyalty,High
17175,Loyalty,Low
18257,Loyalty,Medium
12362,Loyalty,Low
13018,Loyalty,High
13718,Loyalty,High
15382,Loyalty,High
14754,Loyalty,High
13151,Loyalty,Low
12654,Loyalty,Medium
13085,Loyalty,High
15903,Loyalty,Medium
15785,Loyalty,Low
18138,Loyalty,High
14379,Loyalty,High
14211,Loyalty,High
14371,Loyalty,High
13425,Loyalty,Low
12852,Loyalty,High
15228,Loyalty,Low
13012,Loyalty,High
16182,Loyalty,Low
13489,Loyalty,High
12714,Loyalty,Medium
13904,Loyalty,High
15755,Loyalty,Medium
13932,Loyalty,Low
13799,Loyalty,Low
13951,Loyalty,High
16765,Loyalty,High
18172,Loyalty,Medium
16566,Loyalty,High
12891,Loyalty,High
16466,Loyalty,Low
16115,Loyalty,Low
14162,Loyalty,High
13301,Loyalty,Medium
14803,Loyalty,Medium
13744,Loyalty,Low
12988,Loyalty,High
17323,Loyalty,Medium
12707,Loyalty,Low
18094,Loyalty,Low
15129,Loyalty,Low
17361,Loyalty,Low
18155,Loyalty,Medium
15321,Loyalty,Medium
13477,Loyalty,Low
15065,Loyalty,High
16980,Loyalty,High
15146,Loyalty,High
12365,Loyalty,Medium
13410,Loyalty,Medium
13044,Loyalty,High
16441,Loyalty,Low
16014,Loyalty,Low
14520,Loyalty,Medium
17994,Loyalty,Low
13038,Loyalty,High
17002,Loyalty,High
15722,Loyalty,Medium
16349,Loyalty,Low
16913,Loyalty,Low
18114,Loyalty,High
15303,Loyalty,Low
12845,Loyalty,High
18188,Loyalty,Medium
16045,Loyalty,Low
16573,Loyalty,High
13421,Loyalty,Medium
18196,Loyalty,High
13285,Loyalty,High
13184,Loyalty,High
18151,Loyalty,Low
13804,Loyalty,High
17499,Loyalty,Medium
15397,Loyalty,Medium
14276,Loyalty,Medium
13453,Loyalty,Low
16394,Loyalty,High
17711,Loyalty,Low
13865,Loyalty,Low
16940,Loyalty,Low
14289,Loyalty,Medium
16208,Loyalty,Medium
17063,Loyalty,High
13149,Loyalty,Medium
18068,Loyalty,Medium
15932,Loyalty,Medium
16692,Loyalty,Medium
15590,Loyalty,Medium
17171,Loyalty,High
18231,Loyalty,Low
14004,Loyalty,Low
17139,Loyalty,Low
14513,Loyalty,High
13118,Loyalty,Medium
15974,Loyalty,Medium
17830,Loyalty,Medium
12565,Loyalty,Medium
12582,Loyalty,High
14231,Loyalty,Low
17867,Loyalty,High
14880,Loyalty,Medium
15121,Loyalty,Low
17117,Loyalty,Medium
12945,Loyalty,Medium
18056,Loyalty,Low
16072,Loyalty,Medium
16838,Loyalty,Medium
15543,Loyalty,Medium
13751,Loyalty,Medium
15847,Loyalty,High
13851,Loyalty,Low
13501,Loyalty,Low
12633,Loyalty,Low
13345,Loyalty,Low
13870,Loyalty,Medium
17034,Loyalty,High
16592,Loyalty,Low
15712,Loyalty,Low
13362,Loyalty,Low
14470,Loyalty,High
17388,Loyalty,Medium
16841,Loyalty,Low
13753,Loyalty,Low
13666,Loyalty,Low
12361,Loyalty,Medium
14481,Loyalty,Low
13792,Loyalty,Low
17663,Loyalty,High
13973,Loyalty,Low
15990,Loyalty,Low
13493,Loyalty,High
13684,Loyalty,Medium
13261,Loyalty,Low
16598,Loyalty,High
14147,Loyalty,Medium
15951,Loyalty,High
13971,Loyalty,Low
17516,Loyalty,Medium
13630,Loyalty,High
14157,Loyalty,High
13636,Loyalty,Low
13610,Loyalty,High
14745,Loyalty,Low
12781,Loyalty,High
14036,Loyalty,Medium
16057,Loyalty,High
15724,Loyalty,High
12458,Loyalty,Low
12598,Loyalty,Medium
13675,Loyalty,Medium
14227,Loyalty,High
16668,Loyalty,Low
16667,Loyalty,High
13509,Loyalty,Medium
15874,Loyalty,High
16187,Loyalty,High
16339,Loyalty,Low
12509,Loyalty,High
14046,Loyalty,Medium
13292,Loyalty,High
16427,Loyalty,High
14056,Loyalty,High
15656,Loyalty,High
12811,Loyalty,Low
16518,Loyalty,Medium
17165,Loyalty,Low
17462,Loyalty,Low
14620,Loyalty,Low
14740,Loyalty,High
16462,Loyalty,Medium
12428,Loyalty,Low
16078,Loyalty,Low
16915,Loyalty,High
15676,Loyalty,Medium
15709,Loyalty,Medium
15241,Loyalty,High
12933,Loyalty,High
15092,Loyalty,Low
12679,Loyalty,High
15319,Loyalty,Medium
16212,Loyalty,Medium
15257,Loyalty,High
14656,Loyalty,Medium
13884,Loyalty,High
12866,Loyalty,High
13166,Loyalty,Low
16389,Loyalty,Low
15416,Loyalty,High
15733,Loyalty,Medium
16678,Loyalty,High
12834,Loyalty,Low
13722,Loyalty,Low
14934,Loyalty,Medium
15067,Loyalty,Medium
16128,Loyalty,High
17770,Loyalty,High
15622,Loyalty,High
14473,Loyalty,Medium
15104,Loyalty,Medium
15643,Loyalty,Low
16792,Loyalty,High
15031,Loyalty,Low
15636,Loyalty,Low
12873,Loyalty,Medium
17923,Loyalty,Medium
16217,Loyalty,High
17738,Loyalty,Low
17426,Loyalty,High
16957,Loyalty,Medium
16571,Loyalty,High
14483,Loyalty,Low
15087,Loyalty,High
16709,Loyalty,Low
17856,Loyalty,Low
15053,Loyalty,Low
18218,Loyalty,High
16159,Loyalty,Low
17995,Loyalty,Medium
17374,Loyalty,Low
17789,Loyalty,High
17416,Loyalty,Medium
17652,Loyalty,High
13476,Loyalty,Low
12817,Loyalty,Medium
15393,Loyalty,High
13014,Loyalty,Low
17508,Loyalty,Medium
13931,Loyalty,Low
12541,Loyalty,Low
13382,Loyalty,Low
15220,Loyalty,Low
14570,Loyalty,Medium
14447,Loyalty,Medium
13557,Loyalty,Low
16449,Loyalty,High
12547,Loyalty,Low
17325,Loyalty,Medium
14995,Loyalty,High
16414,Loyalty,Medium
15681,Loyalty,High
14670,Loyalty,Low
15675,Loyalty,High
12584,Loyalty,High
17535,Loyalty,Medium
15400,Loyalty,Low
14903,Loyalty,High
14499,Loyalty,High
18211,Loyalty,Low
14504,Loyalty,Medium
15572,Loyalty,Medium
17107,Loyalty,High
14247,Loyalty,High
15554,Loyalty,Medium
14915,Loyalty,Medium
16136,Loyalty,Medium
18280,Loyalty,Medium
12614,Loyalty,Medium
13344,Loyalty,Medium
16621,Loyalty,High
16225,Loyalty,Medium
14214,Loyalty,Medium
14012,Loyalty,High
16356,Loyalty,High
17654,Loyalty,High
15026,Loyalty,Medium
16517,Loyalty,Medium
14817,Loyalty,Medium
17092,Loyalty,High
16242,Loyalty,Low
15869,Loyalty,Low
17817,Loyalty,High
15234,Loyalty,High
15764,Loyalty,Medium
15806,Loyalty,Low
15819,Loyalty,High
14586,Loyalty,High
15944,Loyalty,Low
13340,Loyalty,High
16917,Loyalty,High
14407,Loyalty,Medium
13908,Loyalty,Medium
12758,Loyalty,Medium
13975,Loyalty,Medium
14730,Loyalty,High
12623,Loyalty,Low
14367,Loyalty,Low
13373,Loyalty,Medium
16712,Loyalty,High
17639,Loyalty,Low
16426,Loyalty,Medium
16495,Loyalty,Medium
14336,Loyalty,High
14507,Loyalty,High
12759,Loyalty,Medium
17049,Loyalty,Medium
15206,Loyalty,Low
14013,Loyalty,High
14645,Loyalty,Medium
15071,Loyalty,High
14112,Loyalty,Low
13026,Loyalty,Medium
12881,Loyalty,High
17864,Loyalty,Medium
14936,Loyalty,High
17138,Loyalty,Medium
16572,Loyalty,High
14165,Loyalty,High
15367,Loyalty,High
14291,Loyalty,Low
15632,Loyalty,Medium
14297,Loyalty,High
13899,Loyalty,Medium
16471,Loyalty,Medium
18183,Loyalty,Medium
14603,Loyalty,Medium
18173,Loyalty,Medium
14854,Loyalty,Medium
16625,Loyalty,Low
14064,Loyalty,Low
15308,Loyalty,High
18086,Loyalty,Medium
14350,Loyalty,High
14930,Loyalty,Low
16080,Loyalty,Medium
14727,Loyalty,High
16778,Loyalty,Medium
14077,Loyalty,High
16808,Loyalty,Low
16475,Loyalty,Medium
13265,Loyalty,High
12520,Loyalty,Low
15049,Loyalty,Low
18149,Loyalty,Low
13654,Loyalty,High
16652,Loyalty,Medium
16766,Loyalty,Low
16801,Loyalty,Medium
17164,Loyalty,Low
13226,Loyalty,Low
13043,Loyalty,High
14352,Loyalty,Low
17351,Loyalty,High
16768,Loyalty,Low
16693,Loyalty,High
13956,Loyalty,High
13708,Loyalty,Low
15918,Loyalty,Medium
15671,Loyalty,Low
14962,Loyalty,Low
16807,Loyalty,High
15125,Loyalty,Medium
16871,Loyalty,Medium
12901,Loyalty,High
13452,Loyalty,High
15493,Loyalty,Low
16005,Loyalty,Low
15388,Loyalty,Medium
16804,Loyalty,High
13499,Loyalty,Low
15047,Loyalty,High
14193,Loyalty,Medium
17542,Loyalty,Low
17080,Loyalty,Low
16392,Loyalty,Medium
15106,Loyalty,High
16214,Loyalty,High
13716,Loyalty,High
15150,Loyalty,Low
16061,Loyalty,Medium
14226,Loyalty,Low
13121,Loyalty,Medium
16297,Loyalty,Medium
12994,Loyalty,Medium
16152,Loyalty,Low
14636,Loyalty,Medium
16040,Loyalty,Medium
15793,Loyalty,Low
13358,Loyalty,Medium
12849,Loyalty,High
15182,Loyalty,Low
13299,Loyalty,High
16383,Loyalty,Low
15381,Loyalty,Medium
12597,Loyalty,High
15030,Loyalty,High
12435,Loyalty,Medium
12955,Loyalty,Low
18189,Loyalty,High
13946,Loyalty,Medium
17716,Loyalty,High
13185,Loyalty,Low
14840,Loyalty,Medium
13216,Loyalty,Medium
13650,Loyalty,Medium
13533,Loyalty,Medium
13268,Loyalty,Low
15433,Loyalty,High
12937,Loyalty,Medium
17603,Loyalty,Low
16216,Loyalty,High
16377,Loyalty,Low
16976,Loyalty,Medium
12514,Loyalty,Low
18210,Loyalty,Medium
13631,Loyalty,High
14422,Loyalty,Low
15648,Loyalty,Medium
17725,Loyalty,High
15861,Loyalty,Medium
13072,Loyalty,High
15695,Loyalty,High
14110,Loyalty,High
14059,Loyalty,Low
16672,Loyalty,Low
16511,Loyalty,Low
16256,Loyalty,Low
13591,Loyalty,Medium
14066,Loyalty,Low
15483,Loyalty,Low
16626,Loyalty,Low
15019,Loyalty,Medium
18270,Loyalty,Low
14315,Loyalty,High
17921,Loyalty,Medium
14041,Loyalty,Medium
17060,Loyalty,Low
16023,Loyalty,Medium
17133,Loyalty,High
12878,Loyalty,High
14155,Loyalty,Medium
17043,Loyalty,Medium
13046,Loyalty,Medium
14633,Loyalty,High
12948,Loyalty,Medium
15703,Loyalty,Low
14071,Loyalty,Medium
17134,Loyalty,Low
17795,Loyalty,High
12902,Loyalty,High
16444,Loyalty,Low
14232,Loyalty,High
14693,Loyalty,Low
12407,Loyalty,Low
16728,Loyalty,Low
16096,Loyalty,High
13985,Loyalty,Low
13592,Loyalty,Low
15140,Loyalty,High
12843,Loyalty,Low
14408,Loyalty,Medium
15408,Loyalty,Low
15445,Loyalty,Low
15452,Loyalty,High
14223,Loyalty,Medium
16619,Loyalty,Low
14762,Loyalty,Medium
13934,Loyalty,Low
15669,Loyalty,Medium
16384,Loyalty,High
18224,Loyalty,Low
14245,Loyalty,Low
17678,Loyalty,Medium
15855,Loyalty,Low
16036,Loyalty,High
17763,Loyalty,Low
13262,Loyalty,High
17152,Loyalty,Medium
14632,Loyalty,Low
13900,Loyalty,Low
14875,Loyalty,High
15132,Loyalty,Low
17272,Loyalty,High
16135,Loyalty,Low
12831,Loyalty,Medium
15437,Loyalty,Low
16809,Loyalty,Medium
14711,Loyalty,Medium
14377,Loyalty,Low
16374,Loyalty,High
13196,Loyalty,High
15457,Loyalty,Medium
12613,Loyalty,High
16721,Loyalty,High
12399,Loyalty,Low
17733,Loyalty,Medium
17102,Loyalty,Low
15410,Loyalty,Medium
13239,Loyalty,Medium
15449,Loyalty,Medium
14870,Loyalty,Medium
13821,Loyalty,High
17096,Loyalty,Low
12604,Loyalty,Medium
12818,Loyalty,Medium
18191,Loyalty,High
14461,Loyalty,High
13132,Loyalty,Low
16859,Loyalty,Medium
15245,Loyalty,Medium
17486,Loyalty,Low
16308,Loyalty,High
12564,Loyalty,High
14607,Loyalty,Low
13249,Loyalty,Medium
15644,Loyalty,High
14075,Loyalty,High
17250,Loyalty,Low
17966,Loyalty,High
14129,Loyalty,Medium
15651,Loyalty,Low
13035,Loyalty,Medium
13341,Loyalty,Low
13512,Loyalty,High
16620,Loyalty,Low
17698,Loyalty,Low
14267,Loyalty,Medium
13736,Loyalty,Low
16022,Loyalty,Low
14235,Loyalty,High
16769,Loyalty,Medium
17754,Loyalty,High
12408,Loyalty,High
16063,Loyalty,Low
15178,Loyalty,High
14348,Loyalty,Medium
15815,Loyalty,Medium
13695,Loyalty,Low
17979,Loyalty,Medium
13139,Loyalty,High
12545,Loyalty,Medium
14758,Loyalty,High
14536,Loyalty,Medium
13662,Loyalty,Medium
17946,Loyalty,High
13743,Loyalty,Low
18078,Loyalty,Medium
16780,Loyalty,Low
18273,Loyalty,Medium
15045,Loyalty,Low
17625,Loyalty,High
13357,Loyalty,Medium
16777,Loyalty,High
14476,Loyalty,Low
16245,Loyalty,Medium
12669,Loyalty,Medium
12792,Loyalty,Low
17765,Loyalty,Medium
15083,Loyalty,Medium
18010,Loyalty,Medium
15249,Loyalty,Medium
13760,Loyalty,High
15624,Loyalty,Medium
17749,Loyalty,High
15068,Loyalty,High
14538,Loyalty,Medium
14851,Loyalty,High
14021,Loyalty,High
13037,Loyalty,High
18177,Loyalty,High
14128,Loyalty,Medium
17874,Loyalty,High
17719,Loyalty,Low
17931,Loyalty,Medium
13803,Loyalty,Medium
17398,Loyalty,Medium
15906,Loyalty,High
16253,Loyalty,Low
13439,Loyalty,Low
12888,Loyalty,Low
13588,Loyalty,Low
12456,Loyalty,High
15521,Loyalty,High
13720,Loyalty,Medium
15674,Loyalty,Low
17594,Loyalty,Medium
17775,Loyalty,High
13988,Loyalty,High
16657,Loyalty,Medium
15424,Loyalty,High
13316,Loyalty,Low
16788,Loyalty,Low
16584,Loyalty,Medium
15364,Loyalty,Medium
18108,Loyalty,Low
14272,Loyalty,Low
15980,Loyalty,Medium
15832,Loyalty,Medium
16092,Loyalty,Medium
15528,Loyalty,Low
16398,Loyalty,Medium
17088,Loyalty,Medium
17438,Loyalty,High
13060,Loyalty,Medium
14790,Loyalty,High
14890,Loyalty,Low
16386,Loyalty,Low
14818,Loyalty,High
13571,Loyalty,High
12909,Loyalty,Medium
12619,Loyalty,High
16698,Loyalty,High
16681,Loyalty,Low
13573,Loyalty,Medium
14957,Loyalty,Low
13918,Loyalty,Medium
17212,Loyalty,Medium
17781,Loyalty,High
14886,Loyalty,High
13626,Loyalty,Low
16609,Loyalty,High
16180,Loyalty,Medium
13462,Loyalty,Medium
18263,Loyalty,Low
16960,Loyalty,High
13841,Loyalty,High
17701,Loyalty,High
12949,Loyalty,Medium
14852,Loyalty,High
12569,Loyalty,High
13169,Loyalty,High
16162,Loyalty,Medium
15691,Loyalty,Low
14195,Loyalty,Low
13781,Loyalty,High
17758,Loyalty,High
14023,Loyalty,Medium
17669,Loyalty,Low
16142,Loyalty,High
17648,Loyalty,Medium
13059,Loyalty,Medium
16224,Loyalty,Low
15223,Loyalty,High
17886,Loyalty,Medium
13294,Loyalty,Low
15289,Loyalty,Low
18185,Loyalty,Medium
17956,Loyalty,Low
15756,Loyalty,Low
14747,Loyalty,High
14719,Loyalty,Low
13015,Loyalty,High
16586,Loyalty,Medium
16105,Loyalty,Low
14546,Loyalty,Low
15442,Loyalty,Low
16906,Loyalty,High
14535,Loyalty,Low
16170,Loyalty,High
15244,Loyalty,Low
16696,Loyalty,Medium
15145,Loyalty,Medium
17492,Loyalty,High
13525,Loyalty,High
17409,Loyalty,High
17783,Loyalty,High
13863,Loyalty,Low
13515,Loyalty,Medium
15917,Loyalty,Low
17440,Loyalty,Medium
17045,Loyalty,Medium
17140,Loyalty,Low
15201,Loyalty,High
14964,Loyalty,Low
16031,Loyalty,Low
14403,Loyalty,Medium
17042,Loyalty,Low
13771,Loyalty,Low
17906,Loyalty,High
18272,Loyalty,High
16144,Loyalty,High
13731,Loyalty,Medium
12580,Loyalty,Medium
14912,Loyalty,Low
15530,Loyalty,High
13950,Loyalty,Low
13752,Loyalty,Low
13892,Loyalty,Medium
14446,Loyalty,Low
16209,Loyalty,High
15754,Loyalty,Medium
13712,Loyalty,High
15800,Loyalty,High
16469,Loyalty,Low
13005,Loyalty,High
14981,Loyalty,Low
17928,Loyalty,Low
16261,Loyalty,Low
17883,Loyalty,Medium
14619,Loyalty,Low
13995,Loyalty,Medium
16643,Loyalty,Medium
14246,Loyalty,High
18040,Loyalty,Low
16837,Loyalty,High
15119,Loyalty,Low
16325,Loyalty,High
14924,Loyalty,High
15109,Loyalty,Medium
16623,Loyalty,High
12999,Loyalty,High
12717,Loyalty,Medium
13962,Loyalty,Medium
18036,Loyalty,Medium
14958,Loyalty,High
13562,Loyalty,High
15775,Loyalty,Low
17054,Loyalty,Medium
17268,Loyalty,High
13548,Loyalty,Medium
13508,Loyalty,Low
12447,Loyalty,High
13570,Loyalty,Low
13232,Loyalty,Low
18129,Loyalty,Low
13632,Loyalty,Medium
15665,Loyalty,Low
17550,Loyalty,High
15655,Loyalty,Low
14286,Loyalty,Medium
16188,Loyalty,Medium
12656,Loyalty,Medium
15214,Loyalty,Low
17574,Loyalty,Medium
15737,Loyalty,High
18080,Loyalty,Medium
14311,Loyalty,Medium
14339,Loyalty,Medium
12982,Loyalty,High
12701,Loyalty,High
12596,Loyalty,Medium
14273,Loyalty,High
12363,Loyalty,High
13549,Loyalty,High
15414,Loyalty,High
13203,Loyalty,Low
14628,Loyalty,Medium
14326,Loyalty,Low
15935,Loyalty,High
13655,Loyalty,Medium
12910,Loyalty,High
13577,Loyalty,Medium
15251,Loyalty,Medium
14111,Loyalty,High
17160,Loyalty,High
16172,Loyalty,Medium
17972,Loyalty,Low
12463,Loyalty,High
14844,Loyalty,Medium
